GeneID	Symbol	Description	log2(fold change)	-log10(Pvalue)
22847	ZNF507	zinc finger protein 507	2.168	3.957
147991	DPY19L3	dpy-19 like C-mannosyltransferase 3	1.687	9.131
390916	NUDT19	nudix hydrolase 19	0.836	2.58
126248	WDR88	WD repeat domain 88	2.056	5.165
4037	LRP3	LDL receptor related protein 3	1.431	8.628
80054	CEBPA-DT	CEBPA divergent transcript	-1.897	2.507
5184	PEPD	peptidase D	-2.087	8.218
79047	KCTD15	potassium channel tetramerization domain containing 15	-1.949	8.466
9710	GARRE1	granule associated Rac and RHOG effector 1	-2.933	12.568
2821	GPI	glucose-6-phosphate isomerase	1.956	7.324
84306	PDCD2L	programmed cell death 2 like	-1.564	1.865
126375	ZNF792	zinc finger protein 792	-1.446	2.06
57655	GRAMD1A	GRAM domain containing 1A	1.082	5.475
53827	FXYD5	FXYD domain containing ion transport regulator 5	-0.98	4.279
51599	LSR	lipolysis stimulated lipoprotein receptor	-1.216	1.521
933	CD22	CD22 molecule	-4.286	11.236
26330	GAPDHS	glyceraldehyde-3-phosphate dehydrogenase, spermatogenic	-1.021	1.789
100506469	TMEM147-AS1	TMEM147 antisense RNA 1	-0.83	2.664
10430	TMEM147	transmembrane protein 147	-0.661	3.487
23354	HAUS5	HAUS augmin like complex subunit 5	0.852	1.986
79713	IGFLR1	IGF like family receptor 1	-0.818	2.922
55957	LIN37	lin-37 DREAM MuvB core complex component	0.718	3.388
115703	ARHGAP33	Rho GTPase activating protein 33	2.673	5.357
163183	SYNE4	spectrin repeat containing nuclear envelope family member 4	1.655	1.891
84964	ALKBH6	alkB homolog 6	0.558	1.608
284403	WDR62	WD repeat domain 62	2.718	4.956
7705	ZNF146	zinc finger protein 146	-1.006	4.16
107985304	LOC107985304	uncharacterized LOC107985304	-1.065	3.265
342892	ZNF850	zinc finger protein 850	2.734	3.333
23094	SIPA1L3	signal induced proliferation associated 1 like 3	-0.66	4.003
10653	SPINT2	serine peptidase inhibitor, Kunitz type 2	1.05	2.637
9424	KCNK6	potassium two pore domain channel subfamily K member 6	-0.728	3.159
147965	FAM98C	family with sequence similarity 98 member C	0.59	2.494
115727	RASGRP4	RAS guanyl releasing protein 4	0.66	2.696
6261	RYR1	ryanodine receptor 1	-3.368	9.535
11184	MAP4K1	mitogen-activated protein kinase kinase kinase kinase 1	-1.66	4.5
105372397	MAP4K1-AS1	MAP4K1 antisense RNA 1	-1.7	2.708
27335	EIF3K	eukaryotic translation initiation factor 3 subunit K	-0.532	1.808
81	ACTN4	actinin alpha 4	0.736	3.147
147968	CAPN12	calpain 12	0.876	3.387
1891	ECH1	enoyl-CoA hydratase 1	-0.463	3.477
126432	RINL	Ras and Rab interactor like	0.444	1.517
54938	SARS2	seryl-tRNA synthetase 2, mitochondrial	-1.303	4.329
6183	MRPS12	mitochondrial ribosomal protein S12	-0.844	3.706
10298	PAK4	p21 (RAC1) activated kinase 4	-1.071	2.837
9535	GMFG	glia maturation factor gamma	1.006	7.102
54623	PAF1	PAF1 homolog, Paf1/RNA polymerase II complex component	0.44	1.331
64857	PLEKHG2	pleckstrin homology and RhoGEF domain containing G2	-1.371	1.603
6217	RPS16	ribosomal protein S16	-0.982	2.801
163126	EID2	EP300 interacting inhibitor of differentiation 2	-0.814	1.929
1178	CLC	Charcot-Leyden crystal galectin	3.662	5.972
9149	DYRK1B	dual specificity tyrosine phosphorylation regulated kinase 1B	-0.942	1.55
2091	FBL	fibrillarin	-0.763	2.498
8857	FCGBP	Fc gamma binding protein	-5.627	15.784
5704	PSMC4	proteasome 26S subunit, ATPase 4	-0.368	1.614
284323	ZNF780A	zinc finger protein 780A	1.208	1.698
4294	MAP3K10	mitogen-activated protein kinase kinase kinase 10	-1.365	4.105
23646	PLD3	phospholipase D family member 3	-1.465	3.288
57716	PRX	periaxin	-2.16	4.771
29946	SERTAD3	SERTA domain containing 3	-1.022	4.372
105372489	SERTAD3-AS1	SERTAD3 antisense RNA 1	-0.943	2.838
645	BLVRB	biliverdin reductase B	-1.396	7.159
8425	LTBP4	latent transforming growth factor beta binding protein 4	-3.801	17.155
284325	ACTMAP	actin maturation protease	-0.465	1.581
29785	CYP2S1	cytochrome P450 family 2 subfamily S member 1	-3.865	7.235
558	AXL	AXL receptor tyrosine kinase	-6.754	8.71
80776	B9D2	B9 domain containing 2	1.005	3.487
641649	TMEM91	transmembrane protein 91	1.008	2.749
56915	EXOSC5	exosome component 5	-1.483	6.025
374907	B3GNT8	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 8	1.497	2.294
90273	CEACAM21	CEA cell adhesion molecule 21	2.379	4.791
105372404	LOC105372404	uncharacterized LOC105372404	4.762	12.001
1089	CEACAM4	CEA cell adhesion molecule 4	2.418	9.665
1048	CEACAM5	CEA cell adhesion molecule 5	2.922	1.668
1084	CEACAM3	CEA cell adhesion molecule 3	2.342	3.238
6223	RPS19	ribosomal protein S19	-0.878	8.42
973	CD79A	CD79a molecule	-3.429	11.268
478	ATP1A3	ATPase Na+/K+ transporting subunit alpha 3	-2.473	1.581
64763	ZNF574	zinc finger protein 574	1.248	2.912
5452	POU2F2	POU class 2 homeobox 2	-2.333	7.221
100505622	POU2F2-AS1	POU2F2 antisense RNA 1	-3.201	8.358
5050	PAFAH1B3	platelet activating factor acetylhydrolase 1b catalytic subunit 3	-0.783	1.561
101930071	LOC101930071	uncharacterized LOC101930071	1.142	1.925
3991	LIPE	lipase E, hormone sensitive type	2.441	9.267
634	CEACAM1	CEA cell adhesion molecule 1	3.236	1.897
105372407	LOC105372407	uncharacterized LOC105372407	2.535	2.113
1088	CEACAM8	CEA cell adhesion molecule 8	3.045	1.427
57126	CD177	CD177 molecule	6.932	17.773
653583	PHLDB3	pleckstrin homology like domain family B member 3	-0.975	1.854
23474	ETHE1	ETHE1 persulfide dioxygenase	1.522	9.649
3783	KCNN4	potassium calcium-activated channel subfamily N member 4	-2.796	32.04
284349	ZNF283	zinc finger protein 283	-1.011	2.253
7773	ZNF230	zinc finger protein 230	1.465	3.212
10452	TOMM40	translocase of outer mitochondrial membrane 40	-0.651	2.496
1209	CLPTM1	CLPTM1 regulator of GABA type A receptor forward trafficking	-0.437	1.558
5971	RELB	RELB proto-oncogene, NF-kB subunit	-1.249	2.623
79090	TRAPPC6A	trafficking protein particle complex subunit 6A	1.021	4.632
2068	ERCC2	ERCC excision repair 2, TFIIH core complex helicase subunit	-1.048	3.529
10848	PPP1R13L	protein phosphatase 1 regulatory subunit 13 like	-1.428	2.221
10849	POLR1G	RNA polymerase I subunit G	-1.361	3.386
2067	ERCC1	ERCC excision repair 1, endonuclease non-catalytic subunit	-1.357	6.195
147699	PPM1N	protein phosphatase, Mg2+/Mn2+ dependent 1N (putative)	-1.398	1.881
7408	VASP	vasodilator stimulated phosphoprotein	0.696	2.249
2828	GPR4	G protein-coupled receptor 4	3.468	3.287
24139	EML2	EMAP like 2	0.725	3.447
23403	FBXO46	F-box protein 46	0.842	3.813
8189	SYMPK	symplekin scaffold protein	-0.699	3.361
339344	MYPOP	Myb related transcription factor, partner of profilin	-0.79	2.142
8993	PGLYRP1	peptidoglycan recognition protein 1	4.05	3.012
105372421	LOC105372421	uncharacterized LOC105372421	3.001	5.337
5739	PTGIR	prostaglandin I2 receptor	-0.972	7.408
147906	DACT3	dishevelled binding antagonist of beta catenin 3	-3.278	2.913
25865	PRKD2	protein kinase D2	0.69	1.77
6510	SLC1A5	solute carrier family 1 member 5	-1.102	5.511
1175	AP2S1	adaptor related protein complex 2 subunit sigma 1	-0.414	1.536
2909	ARHGAP35	Rho GTPase activating protein 35	-0.505	1.727
27113	BBC3	BCL2 binding component 3	-0.899	2.552
27202	C5AR2	complement C5a receptor 2	0.68	2.698
29997	NOP53	NOP53 ribosome biogenesis factor	-1.122	3.566
56344	CABP5	calcium binding protein 5	-2.005	1.735
8605	PLA2G4C	phospholipase A2 group IVC	-2.644	2.284
3978	LIG1	DNA ligase 1	1.621	2.666
93233	ODAD1	outer dynein arm docking complex subunit 1	1.103	1.41
2014	EMP3	epithelial membrane protein 3	-0.927	4.635
10945	KDELR1	KDEL endoplasmic reticulum protein retention receptor 1	-0.421	1.432
107984140	LOC107984140		-1.258	1.679
2906	GRIN2D	glutamate ionotropic receptor NMDA type subunit 2D	-2.532	4.051
83743	GRWD1	glutamate rich WD repeat containing 1	-0.866	1.728
6141	RPL18	ribosomal protein L18	-0.714	2.028
56848	SPHK2	sphingosine kinase 2	-0.503	1.437
587	BCAT2	branched chain amino acid transaminase 2	-0.998	2.121
2512	FTL	ferritin light chain	-0.714	2.544
2997	GYS1	glycogen synthase 1	2.278	9.075
54795	TRPM4	transient receptor potential cation channel subfamily M member 4	-4.027	12.137
28968	SLC6A16	solute carrier family 6 member 16	1.357	2.89
951	CD37	CD37 molecule	-0.554	2.618
126133	ALDH16A1	aldehyde dehydrogenase 16 family member A1	-0.811	4.909
2323	FLT3LG	fms related receptor tyrosine kinase 3 ligand	-1.621	10.812
23521	RPL13A	ribosomal protein L13a	-0.731	1.99
6205	RPS11	ribosomal protein S11	-0.649	2.642
51070	NOSIP	nitric oxide synthase interacting protein	-0.485	1.574
6237	RRAS	RAS related	-2.313	10.017
83596	BCL2L12	BCL2 like 12	0.557	1.641
3276	PRMT1	protein arginine methyltransferase 1	-0.782	2.456
60385	TSKS	testis specific serine kinase substrate	-2.204	1.462
160	AP2A1	adaptor related protein complex 2 subunit alpha 1	-0.615	4.27
100506033	PTOV1-AS1	PTOV1 antisense RNA 1	0.652	1.847
11284	PNKP	polynucleotide kinase 3'-phosphatase	0.478	1.808
79735	TBC1D17	TBC1 domain family member 17	-0.826	4.15
259307	IL4I1	interleukin 4 induced 1	-2.757	11.618
23636	NUP62	nucleoporin 62	-1.484	15.519
22809	ATF5	activating transcription factor 5	-2.423	23.036
100616483	MIR4751	microRNA 4751	-2.814	7.794
400709	SIGLEC16	sialic acid binding Ig like lectin 16	-1.333	1.727
3748	KCNC3	potassium voltage-gated channel subfamily C member 3	-3.059	11.467
256236	NAPSB	napsin B aspartic peptidase, pseudogene	-3.286	5.123
9476	NAPSA	napsin A aspartic peptidase	-1.486	2.308
5424	POLD1	DNA polymerase delta 1, catalytic subunit	0.778	1.565
6689	SPIB	Spi-B transcription factor	-4.749	6.424
554235	ASPDH	aspartate dehydrogenase domain containing	-2.058	2.236
6320	CLEC11A	C-type lectin domain containing 11A	1.406	1.951
84798	C19orf48	multidrug resistance-related protein	0.826	1.39
27180	SIGLEC9	sialic acid binding Ig like lectin 9	-1.173	2.739
27036	SIGLEC7	sialic acid binding Ig like lectin 7	-2.415	8.819
101928517	LOC101928517	uncharacterized LOC101928517	-2.295	7.715
284367	SIGLEC17P	sialic acid binding Ig like lectin 17, pseudogene	-2.129	2.418
945	CD33	CD33 molecule	-0.705	2.217
147645	VSIG10L	V-set and immunoglobulin domain containing 10 like	-1.334	2.383
125875	CLDND2	claudin domain containing 2	2.455	7.014
4818	NKG7	natural killer cell granule protein 7	2.901	3.342
3982	LIM2	lens intrinsic membrane protein 2	2.654	2.126
105372446	LIM2-AS1	LIM2 and SIGLEC10 antisense RNA 1	1.494	1.855
147646	C19orf84	chromosome 19 open reading frame 84	2.859	3.742
89790	SIGLEC10	sialic acid binding Ig like lectin 10	-1.526	3.158
100129083	SIGLEC10-AS1	SIGLEC10 antisense RNA 1	-1.461	3.898
8778	SIGLEC5	sialic acid binding Ig like lectin 5	1.438	2.799
147650	SPACA6	sperm acrosome associated 6	2.438	10.188
2359	FPR3	formyl peptide receptor 3	-2.901	3.456
84765	ZNF577	zinc finger protein 577	-0.617	1.32
59348	ZNF350	zinc finger protein 350	0.582	1.954
5518	PPP2R1A	protein phosphatase 2 scaffold subunit Aalpha	-0.324	1.536
79986	ZNF702P	zinc finger protein 702, pseudogene	-5.19	5.915
90338	ZNF160	zinc finger protein 160	-0.56	1.479
390963	ZNF818P	zinc finger protein 818, pseudogene	1.552	3.432
91661	ZNF765	zinc finger protein 765	1.011	1.487
55422	ZNF331	zinc finger protein 331	-0.839	1.955
284415	VSTM1	V-set and transmembrane domain containing 1	1.341	6.376
441864	TARM1	T cell-interacting, activating receptor on myeloid cells 1	2.937	2.531
126014	OSCAR	osteoclast associated Ig-like receptor	0.482	2.236
79165	LENG1	leukocyte receptor cluster member 1	-0.789	2.428
6203	RPS9	ribosomal protein S9	-0.558	1.796
10288	LILRB2	leukocyte immunoglobulin like receptor B2	-1.133	6.135
11024	LILRA1	leukocyte immunoglobulin like receptor A1	-1.903	14.304
10859	LILRB1	leukocyte immunoglobulin like receptor B1	-2.084	14.354
11006	LILRB4	leukocyte immunoglobulin like receptor B4	-2.639	6.644
102724290	LOC102724290	uncharacterized LOC102724290	-3.262	2.177
2204	FCAR	Fc alpha receptor	2.536	10.589
9437	NCR1	natural cytotoxicity triggering receptor 1	2.149	1.75
107985325	GP6-AS1	GP6 antisense RNA 1	-3.088	3.369
112724	RDH13	retinol dehydrogenase 13	-2.193	2.789
54869	EPS8L1	EPS8 like 1	-2.525	3.868
7138	TNNT1	troponin T1, slow skeletal type	-5.583	3.673
255043	TMEM86B	transmembrane protein 86B	0.812	2.41
23640	HSPBP1	HSPA (Hsp70) binding protein 1	-0.854	2.722
84446	BRSK1	BR serine/threonine kinase 1	-1.832	1.465
284417	TMEM150B	transmembrane protein 150B	-2.37	5.889
6158	RPL28	ribosomal protein L28	-0.764	2.652
27338	UBE2S	ubiquitin conjugating enzyme E2 S	1.528	5.286
109623451	SNORD157	small nucleolar RNA, C/D box 157	2.417	3.474
79763	ISOC2	isochorismatase domain containing 2	-1.557	5.078
89887	ZNF628	zinc finger protein 628	-0.7	1.638
163033	ZNF579	zinc finger protein 579	-0.838	1.368
100507290	ZNF865	zinc finger protein 865	0.895	6.654
147808	ZNF784	zinc finger protein 784	0.733	2.963
107983998	LOC107983998	uncharacterized LOC107983998	0.444	1.47
51545	ZNF581	zinc finger protein 581	-0.62	1.315
29924	EPN1	epsin 1	-0.548	1.633
126208	ZNF787	zinc finger protein 787	0.884	4.6
79149	ZSCAN5A	zinc finger and SCAN domain containing 5A	-1.536	2.543
10794	ZNF460	zinc finger protein 460	-0.649	2.131
284309	ZNF776	zinc finger protein 776	1.605	5.516
54807	ZNF586	zinc finger protein 586	1.078	1.819
79818	ZNF552	zinc finger protein 552	1.604	8.131
84914	ZNF587	zinc finger protein 587	0.66	2.191
147687	ZNF417	zinc finger protein 417	0.637	1.828
147686	ZNF418	zinc finger protein 418	1.296	1.315
79673	ZNF329	zinc finger protein 329	1.311	1.944
10782	ZNF274	zinc finger protein 274	0.523	1.485
27300	ZNF544	zinc finger protein 544	1.064	1.623
1	A1BG	alpha-1-B glycoprotein	-1.6	1.856
503538	A1BG-AS1	A1BG antisense RNA 1	-2.358	3.702
162968	ZNF497	zinc finger protein 497	-1.975	3.806
6193	RPS5	ribosomal protein S5	-0.812	1.975
113218487	MIR10394	microRNA 10394	-0.789	1.791
27243	CHMP2A	charged multivesicular body protein 2A	0.638	3.126
9040	UBE2M	ubiquitin conjugating enzyme E2 M	0.483	2.08
100507459	NRSN2-AS1	NRSN2 antisense RNA 1	-4.617	2.961
57761	TRIB3	tribbles pseudokinase 3	1.595	6.015
128637	TBC1D20	TBC1 domain family member 20	0.356	1.915
83541	FAM110A	family with sequence similarity 110 member A	-1.935	15.589
9491	PSMF1	proteasome inhibitor subunit 1	-0.386	2.286
9751	SNPH	syntaphilin	-3.114	3.381
100528031	FKBP1A-SDCBP2	FKBP1A-SDCBP2 readthrough (NMD candidate)	0.316	1.347
100507495	SDCBP2-AS1	SDCBP2 antisense RNA 1	1.067	5.322
2280	FKBP1A	FKBP prolyl isomerase 1A	0.396	1.979
284759	SIRPB2	signal regulatory protein beta 2	-1.313	4.592
105369219	SIRPB3P	signal regulatory protein beta 3, pseudogene	1.345	1.326
100289473	LOC100289473	cytoskeleton associated protein 2-like pseudogene	1.117	2.195
105372501	LOC105372501	uncharacterized LOC105372501	1.273	1.367
107984088	LOC107984088	uncharacterized LOC107984088	1.502	2.895
102724545	LOC102724545	uncharacterized LOC102724545	1.491	4.272
140901	STK35	serine/threonine kinase 35	0.884	3.894
7053	TGM3	transglutaminase 3	2.49	2.297
56265	CPXM1	carboxypeptidase X, M14 family member 1	2.95	1.782
64773	PCED1A	PC-esterase domain containing 1A	-0.931	4.217
64949	MRPS26	mitochondrial ribosomal protein S26	-0.576	1.394
9762	LZTS3	leucine zipper tumor suppressor family member 3	-1.537	1.482
3704	ITPA	inosine triphosphatase	-0.784	2.775
25943	DNAAF9	dynein axonemal assembly factor 9	-0.964	3.954
8455	ATRN	attractin	-0.933	2.253
6614	SIGLEC1	sialic acid binding Ig like lectin 1	-5.395	2.746
116835	HSPA12B	heat shock protein family A (Hsp70) member 12B	1.186	1.657
54976	C20orf27	chromosome 20 open reading frame 27	1.155	3.639
1059	CENPB	centromere protein B	-0.728	2.686
55317	AP5S1	adaptor related protein complex 5 subunit sigma 1	0.562	1.658
57506	MAVS	mitochondrial antiviral signaling protein	0.871	3.18
80025	PANK2	pantothenate kinase 2	1.261	12.621
11237	RNF24	ring finger protein 24	1.965	14.574
5621	PRNP	prion protein	-1.543	2.947
105372511	LOC105372511	uncharacterized LOC105372511	1.025	1.973
107985392	LOC107985392	uncharacterized LOC107985392	1.243	3.485
9962	SLC23A2	solute carrier family 23 member 2	-1.259	6.857
5111	PCNA	proliferating cell nuclear antigen	2.522	3.073
100302739	PCNA-AS1	PCNA antisense RNA 1	2.399	3.073
149837	LINC00654	long intergenic non-protein coding RNA 654	-1.361	1.738
51605	TRMT6	tRNA methyltransferase 6 non-catalytic subunit	1.36	4.386
84515	MCM8	minichromosome maintenance 8 homologous recombination repair factor	2.013	2.871
54675	CRLS1	cardiolipin synthase 1	1.426	5.423
650	BMP2	bone morphogenetic protein 2	3.729	4.06
56255	TMX4	thioredoxin related transmembrane protein 4	0.768	3.441
105372520	TMX4-AS1	TMX4 antisense RNA 1	1.651	1.616
23236	PLCB1	phospholipase C beta 1	-2.138	2.639
24141	LAMP5	lysosomal associated membrane protein family member 5	-3.407	2.905
128710	SLX4IP	SLX4 interacting protein	0.674	2.5
182	JAG1	jagged canonical Notch ligand 1	1.938	8.577
55617	TASP1	taspase 1	-1.189	3.571
79133	NDUFAF5	NADH:ubiquinone oxidoreductase complex assembly factor 5	0.719	1.584
27131	SNX5	sorting nexin 5	-0.79	4.655
92667	MGME1	mitochondrial genome maintenance exonuclease 1	1.073	3.989
100303755	PET117	PET117 cytochrome c oxidase chaperone	-1.011	2.561
57325	KAT14	lysine acetyltransferase 14	-0.845	1.908
10621	POLR3F	RNA polymerase III subunit F	0.593	1.353
10741	RBBP9	RB binding protein 9, serine hydrolase	1.123	3.134
57419	SLC24A3	solute carrier family 24 member 3	1.642	1.707
54453	RIN2	Ras and Rab interactor 2	-2.802	8.866
51340	CRNKL1	crooked neck pre-mRNA splicing factor 1	0.767	2.314
57186	RALGAPA2	Ral GTPase activating protein catalytic subunit alpha 2	1.632	9.829
105372555	LOC105372555	uncharacterized LOC105372555	3.175	2.933
22803	XRN2	5'-3' exoribonuclease 2	-0.47	1.421
101929707	LOC101929707	uncharacterized LOC101929707	3.415	3.162
22918	CD93	CD93 molecule	-0.981	1.818
63908	NAPB	NSF attachment protein beta	0.835	3.278
1471	CST3	cystatin C	-2.529	10.759
105372578	LINC02967	long intergenic non-protein coding RNA 2967	5.24	9.676
8530	CST7	cystatin F	3.414	4.68
57136	APMAP	adipocyte plasma membrane associated protein	3.061	9.933
955	ENTPD6	ectonucleoside triphosphate diphosphohydrolase 6	-1.915	10.421
5834	PYGB	glycogen phosphorylase B	-1.188	7.172
9837	GINS1	GINS complex subunit 1	2.446	2.12
100134868	LOC100134868	uncharacterized LOC100134868	-1.423	1.341
100289097	FRG1CP	FSHD region gene 1 family member C, pseudogene	-1.439	2.011
102723390	FRG1EP	FSHD region gene 1 family member E, pseudogene	-1.823	1.852
3397	ID1	inhibitor of DNA binding 1	-1.479	1.66
598	BCL2L1	BCL2 like 1	0.388	1.604
22974	TPX2	TPX2 microtubule nucleation factor	2.898	1.504
343702	XKR7	XK related 7	-2.866	7.156
9777	TM9SF4	transmembrane 9 superfamily member 4	-1.366	9.65
107985403	LOC107985403		-1.101	4.153
9371	KIF3B	kinesin family member 3B	-0.592	1.598
51654	CDK5RAP1	CDK5 regulatory subunit associated protein 1	-0.471	1.691
63941	NECAB3	N-terminal EF-hand calcium binding protein 3	-0.759	2.916
1869	E2F1	E2F transcription factor 1	2.32	3.267
22913	RALY	RALY heterogeneous nuclear ribonucleoprotein	0.417	2.814
191	AHCY	adenosylhomocysteinase	0.916	3.133
83658	DYNLRB1	dynein light chain roadblock-type 1	0.606	3.097
84557	MAP1LC3A	microtubule associated protein 1 light chain 3 alpha	2.406	4.25
128869	PIGU	phosphatidylinositol glycan anchor biosynthesis class U	0.703	1.655
58476	TP53INP2	tumor protein p53 inducible nuclear protein 2	1.539	2.794
2686	GGT7	gamma-glutamyltransferase 7	-3.283	10.961
10893	MMP24	matrix metallopeptidase 24	0.536	2.301
3692	EIF6	eukaryotic translation initiation factor 6	-0.453	1.615
55245	UQCC1	ubiquinol-cytochrome c reductase complex assembly factor 1	-0.878	2.957
11190	CEP250	centrosomal protein 250	0.833	5.053
102725201	CEP250-AS1	CEP250 antisense RNA 1	1.178	2.367
6676	SPAG4	sperm associated antigen 4	2.122	5.501
8904	CPNE1	copine 1	0.921	2.334
10137	RBM12	RNA binding motif protein 12	0.642	3.352
140823	ROMO1	reactive oxygen species modulator 1	1.106	5.62
9584	RBM39	RNA binding motif protein 39	0.671	1.319
51230	PHF20	PHD finger protein 20	-0.47	1.805
647979	NORAD	non-coding RNA activated by DNA damage	0.391	2.015
22839	DLGAP4	DLG associated protein 4	-0.722	1.992
60436	TGIF2	TGFB induced factor homeobox 2	-2.185	8.042
100527943	TGIF2-RAB5IF	TGIF2-RAB5IF readthrough	0.833	6.25
55969	RAB5IF	RAB5 interacting factor	0.911	7.273
